playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,goalAssists W Mean,goalAssists Scalar,tacklesInside50 W Mean,tacklesInside50 Scalar,metresGained W Mean,metresGained Scalar,extendedStats.groundBallGets W Mean,extendedStats.groundBallGets Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.centreBounceAttendances W Mean,extendedStats.centreBounceAttendances Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Aaron Black,11.0,33.0,8.31,4.0,8.0,-52.78,4.0,12.0,9.41,2.0,8.0,-42.92,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,15.0,-19.47,9.0,-20.13,5.0,-32.16,0.0,-100.0,4.0,16.69,4.0,40.7,3.0,-0.83,0.0,-100.0,66.7,-5.63,0.0,-100.0,0.0,-100.0,1.0,93.8,329.0,14.65,5.0,-4.4,2.0,74.67,2.0,-78.78,67.0,-0.0,-9.74,67.0
Adam Cerra,11.6,34.8,14.22,10.86,21.72,28.2,2.7,8.1,-26.15,4.28,17.12,22.15,1.03,1.03,12.45,0.73,-2.19,-14.22,0.64,3.84,45.12,0.47,0.47,27.72,22.47,20.63,14.63,29.83,7.94,7.73,0.14,-38.6,2.56,-25.32,3.51,23.46,3.33,10.08,0.21,-45.6,75.08,6.23,0.62,-57.71,0.52,25.6,0.76,47.29,328.29,14.4,5.82,11.28,1.38,20.52,18.39,95.16,84.88,-7.18,14.34,84.89
Adam Treloar,14.4,43.2,41.79,16.6,33.2,95.96,3.11,9.33,-14.93,4.79,19.16,36.7,1.03,1.03,12.45,0.99,-2.97,16.33,0.56,3.36,26.98,0.33,0.33,-10.33,31.0,66.43,19.07,69.23,11.54,56.58,0.09,-60.53,3.02,-11.9,5.79,103.66,4.6,52.07,0.16,-58.55,71.64,1.36,1.89,28.92,0.54,30.43,0.61,18.22,392.71,36.85,9.33,78.39,1.98,72.93,22.22,135.81,106.61,4.42,43.62,106.64
Alex Cincotta,4.0,12.0,-60.61,7.0,14.0,-17.37,2.0,6.0,-45.3,3.0,12.0,-14.38,0.5,0.5,-45.41,0.5,-1.5,-41.25,0.5,3.0,13.38,0.0,0.0,-100.0,11.0,-40.95,6.0,-46.76,6.5,-11.8,0.0,-100.0,2.0,-41.66,3.0,5.52,3.0,-0.83,0.0,-100.0,71.8,1.59,0.0,-100.0,0.0,-100.0,0.0,-100.0,130.0,-54.7,4.0,-23.52,0.0,-100.0,3.5,-62.86,46.0,-0.0,-38.03,46.0
Alex Neal-Bullen,8.29,24.87,-18.37,9.43,18.86,11.32,3.29,9.87,-10.01,6.43,25.72,83.5,1.14,1.14,24.45,2.14,-6.42,151.47,0.28,1.68,-36.51,0.28,0.28,-23.91,17.72,-4.87,11.0,-2.39,8.57,16.28,0.28,22.81,3.0,-12.49,1.14,-59.9,3.29,8.76,0.28,-27.46,67.46,-4.55,0.86,-41.34,0.0,-100.0,1.0,93.8,237.71,-17.17,7.0,33.84,1.43,24.89,1.57,-83.34,76.0,-4.2,2.38,76.0
Alex Sexton,19.0,57.0,87.08,13.0,26.0,53.46,10.0,30.0,173.52,3.0,12.0,-14.38,1.0,1.0,9.17,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,32.0,71.79,26.0,130.72,5.0,-32.16,0.0,-100.0,10.0,191.72,3.0,5.52,6.0,98.35,0.0,-100.0,81.3,15.03,7.0,377.49,1.0,141.55,0.0,-100.0,837.0,191.67,4.0,-23.52,4.0,249.34,0.0,-100.0,126.0,-0.0,69.74,126.0
Andrew Brayshaw,13.35,40.05,31.45,15.42,30.84,82.03,4.05,12.15,10.78,5.19,20.76,48.12,1.5,1.5,63.76,1.35,-4.05,58.64,0.34,2.04,-22.9,0.57,0.57,54.89,28.77,54.45,17.69,56.98,10.67,44.78,0.04,-82.46,4.0,16.69,5.24,84.31,3.68,21.65,0.42,8.81,71.36,0.96,1.5,2.32,0.52,25.6,0.56,8.53,359.66,25.33,7.27,39.01,1.51,31.88,19.44,106.3,103.85,-4.47,39.9,103.86
Andrew Gaff,12.26,36.78,20.72,8.49,16.98,0.22,3.09,9.27,-15.48,0.4,1.6,-88.58,0.97,0.97,5.9,0.14,-0.42,-83.55,0.86,5.16,95.01,0.02,0.02,-94.57,20.75,11.4,14.07,24.86,6.78,-8.01,0.0,-100.0,3.09,-9.86,1.11,-60.96,1.05,-65.29,0.07,-81.87,75.25,6.47,2.0,36.43,0.0,-100.0,0.06,-88.37,354.52,23.54,4.1,-21.61,0.92,-19.65,1.01,-89.28,70.38,-4.23,-5.19,70.36
Andrew McGrath,10.6,31.8,4.37,12.6,25.2,48.74,4.8,14.4,31.29,3.0,12.0,-14.38,1.2,1.2,31.0,0.2,-0.6,-76.5,0.0,0.0,-100.0,0.2,0.2,-45.65,23.2,24.55,15.0,33.11,8.8,19.4,0.0,-100.0,4.8,40.02,3.4,19.59,2.6,-14.05,0.4,3.63,83.52,18.17,2.0,36.43,0.2,-51.69,0.2,-61.24,300.8,4.82,5.8,10.9,0.8,-30.13,13.6,44.33,84.2,-0.0,13.43,84.2
Angus Brayshaw,13.61,40.83,34.01,15.15,30.3,78.85,3.47,10.41,-5.09,4.68,18.72,33.56,0.68,0.68,-25.76,0.11,-0.33,-87.07,0.0,0.0,-100.0,0.28,0.28,-23.91,28.75,54.35,16.82,49.26,12.07,63.77,0.15,-34.21,3.32,-3.15,5.53,94.51,5.14,69.92,0.15,-61.14,67.38,-4.67,1.68,14.6,0.5,20.77,0.18,-65.12,361.78,26.07,8.61,64.63,0.85,-25.76,19.93,111.5,100.86,-2.08,35.87,100.89
Anthony Scott,6.0,18.0,-40.92,1.0,2.0,-88.2,1.0,3.0,-72.65,2.0,8.0,-42.92,1.0,1.0,9.17,1.0,-3.0,17.51,1.0,6.0,126.76,0.0,0.0,-100.0,7.0,-62.42,5.0,-55.63,3.0,-59.29,1.0,338.6,0.0,-100.0,1.0,-64.83,5.0,65.29,0.0,-100.0,57.1,-19.21,0.0,-100.0,1.0,141.55,0.0,-100.0,223.0,-22.29,1.0,-80.88,0.0,-100.0,0.0,-100.0,35.0,-0.0,-52.85,35.0
Archie Perkins,9.36,28.08,-7.84,8.43,16.86,-0.48,3.93,11.79,7.49,4.0,16.0,14.16,1.07,1.07,16.81,1.07,-3.21,25.73,0.0,0.0,-100.0,0.36,0.36,-2.17,17.79,-4.49,12.07,7.11,6.36,-13.7,0.21,-7.89,3.71,8.23,1.5,-47.24,2.71,-10.41,0.57,47.67,69.68,-1.41,1.0,-31.79,0.29,-29.95,0.86,66.67,227.43,-20.75,4.43,-15.3,0.93,-18.78,14.64,55.36,70.93,17.97,-4.45,70.95
Bailey Humphrey,6.86,20.58,-32.45,4.28,8.56,-49.47,1.57,4.71,-57.06,2.28,9.12,-34.93,1.72,1.72,87.77,0.57,-1.71,-33.02,0.72,4.32,63.27,0.72,0.72,95.65,11.14,-40.19,5.43,-51.81,5.86,-20.49,0.0,-100.0,1.57,-54.2,3.0,5.52,3.29,8.76,0.57,47.67,80.47,13.85,0.0,-100.0,1.14,175.36,0.72,39.53,212.86,-25.82,3.0,-42.64,1.29,12.66,5.85,-37.92,48.0,-3.35,-35.34,48.02
Bailey Scott,13.0,39.0,28.0,4.0,8.0,-52.78,2.0,6.0,-45.3,2.0,8.0,-42.92,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,-8.73,14.0,24.23,2.0,-72.86,0.0,-100.0,2.0,-41.66,0.0,-100.0,5.0,65.29,0.0,-100.0,58.8,-16.81,2.0,36.43,1.0,141.55,0.0,-100.0,527.0,83.64,2.0,-61.76,1.0,-12.66,0.0,-100.0,58.0,-0.0,-21.87,58.0
Bailey Smith,13.86,41.58,36.47,12.29,24.58,45.08,1.89,5.67,-48.3,2.93,11.72,-16.38,0.21,0.21,-77.07,0.04,-0.12,-95.3,0.54,3.24,22.45,0.54,0.54,46.74,26.14,40.33,17.39,54.32,8.82,19.67,0.0,-100.0,1.89,-44.87,4.04,42.1,4.93,62.98,0.0,-100.0,54.33,-23.13,1.75,19.37,0.11,-73.43,0.21,-59.3,441.86,53.97,7.39,41.3,1.14,-0.44,12.86,36.47,87.39,-10.6,17.73,87.42
Ben Ainsworth,9.5,28.5,-6.46,4.5,9.0,-46.88,4.0,12.0,9.41,1.0,4.0,-71.46,0.5,0.5,-45.41,0.0,-0.0,-100.0,1.5,9.0,240.14,0.5,0.5,35.87,14.0,-24.84,10.0,-11.26,3.5,-52.51,0.5,119.3,3.5,2.1,0.5,-82.41,3.0,-0.83,1.5,288.6,56.75,-19.71,1.0,-31.79,0.0,-100.0,0.5,-3.1,344.5,20.05,3.0,-42.64,0.5,-56.33,0.5,-94.69,63.5,-0.0,-14.46,63.5
Ben Cunnington,7.96,23.88,-21.62,13.97,27.94,64.92,2.82,8.46,-22.87,2.74,10.96,-21.8,0.86,0.86,-6.11,1.25,-3.75,46.89,0.37,2.22,-16.1,0.25,0.25,-32.07,21.93,17.73,10.98,-2.56,11.93,61.87,0.12,-47.37,2.7,-21.24,6.11,114.91,2.59,-14.38,0.25,-35.23,75.27,6.5,0.74,-49.52,0.49,18.36,0.49,-5.04,202.95,-29.28,7.61,45.51,0.93,-18.78,16.45,74.57,70.81,12.08,-4.61,70.82
Ben Hobbs,13.67,41.01,34.6,8.67,17.34,2.35,6.33,18.99,73.14,5.33,21.32,52.11,1.0,1.0,9.17,2.33,-6.99,173.8,0.67,4.02,51.93,0.33,0.33,-10.33,22.33,19.88,15.67,39.05,7.67,4.07,0.0,-100.0,6.33,84.66,4.0,40.7,4.0,32.23,0.67,73.58,66.47,-5.95,1.33,-9.28,0.0,-100.0,1.0,93.8,316.33,10.23,5.67,8.41,1.33,16.16,12.0,27.35,97.0,-0.0,30.67,97.02
Ben Keays,10.47,31.41,3.09,6.19,12.38,-26.93,4.46,13.38,21.99,2.85,11.4,-18.66,0.5,0.5,-45.41,0.45,-1.35,-47.12,1.17,7.02,165.31,0.77,0.77,109.24,16.67,-10.51,9.7,-13.92,5.77,-21.71,0.09,-60.53,4.37,27.48,1.78,-37.39,2.91,-3.8,1.42,267.88,62.05,-12.21,0.53,-63.85,0.91,119.81,1.17,126.74,277.67,-3.24,4.53,-13.38,0.49,-57.21,1.8,-80.9,75.53,-11.18,1.75,75.51
Blake Drury,5.0,15.0,-50.77,6.0,12.0,-29.17,3.0,9.0,-17.94,3.0,12.0,-14.38,1.0,1.0,9.17,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-40.95,9.0,-20.13,2.0,-72.86,0.0,-100.0,3.0,-12.49,0.0,-100.0,1.0,-66.94,0.0,-100.0,63.6,-10.01,0.0,-100.0,0.0,-100.0,0.0,-100.0,129.0,-55.05,2.0,-61.76,1.0,-12.66,0.0,-100.0,49.0,-0.0,-33.99,49.0
Blake Hardwick,9.86,29.58,-2.91,4.29,8.58,-49.36,2.57,7.71,-29.7,3.71,14.84,5.88,1.29,1.29,40.83,0.43,-1.29,-49.47,0.0,0.0,-100.0,0.0,0.0,-100.0,14.14,-24.09,8.43,-25.19,5.0,-32.16,0.43,88.6,2.14,-37.57,0.57,-79.95,1.86,-38.51,0.0,-100.0,89.27,26.31,4.14,182.4,0.0,-100.0,0.0,-100.0,280.71,-2.18,2.86,-45.32,1.43,24.89,0.0,-100.0,60.71,-14.79,-18.22,60.71
Brad Crouch,12.13,36.39,19.44,15.33,30.66,80.97,3.62,10.86,-0.98,6.01,24.04,71.52,1.06,1.06,15.72,1.03,-3.09,21.03,0.38,2.28,-13.83,0.18,0.18,-51.09,27.46,47.42,15.34,36.13,11.95,62.14,0.04,-82.46,3.58,4.43,5.73,101.55,3.15,4.13,0.24,-37.82,68.76,-2.71,1.42,-3.14,0.46,11.11,0.74,43.41,270.64,-5.69,7.81,49.33,1.04,-9.17,18.81,99.62,102.38,1.53,37.92,102.38
Brady Hough,9.5,28.5,-6.46,5.5,11.0,-35.07,6.0,18.0,64.11,1.5,6.0,-57.19,0.5,0.5,-45.41,2.0,-6.0,135.02,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,-19.47,12.5,10.92,2.5,-66.08,0.0,-100.0,6.0,75.03,1.0,-64.83,2.5,-17.36,0.0,-100.0,77.5,9.65,1.0,-31.79,0.0,-100.0,0.0,-100.0,219.5,-23.51,1.5,-71.32,0.5,-56.33,0.0,-100.0,58.0,-0.0,-21.87,58.0
Brandan Parfitt,9.44,28.32,-7.05,7.56,15.12,-10.75,1.16,3.48,-68.27,7.53,30.12,114.9,0.31,0.31,-66.16,1.71,-5.13,100.94,0.15,0.9,-65.99,0.29,0.29,-21.2,16.99,-8.79,7.82,-30.61,9.03,22.52,0.28,22.81,0.88,-74.33,5.68,99.79,3.85,27.27,0.29,-24.87,54.19,-23.33,1.27,-13.37,0.29,-29.95,0.43,-16.67,317.32,10.58,6.73,28.68,1.27,10.92,18.46,95.9,73.38,-5.9,-1.15,73.41
Brayden Fiorini,8.57,25.71,-15.62,5.86,11.72,-30.82,1.29,3.87,-64.72,1.0,4.0,-71.46,1.71,1.71,86.68,0.0,-0.0,-100.0,0.86,5.16,95.01,0.14,0.14,-61.96,14.43,-22.53,5.43,-51.81,7.29,-1.09,0.0,-100.0,1.29,-62.37,0.43,-84.88,2.43,-19.67,0.86,122.8,74.93,6.02,1.14,-22.24,0.0,-100.0,1.0,93.8,239.0,-16.72,5.57,6.5,3.14,174.24,0.0,-100.0,52.29,-5.78,-29.56,52.31
Brayden Ham,6.0,18.0,-40.92,5.0,10.0,-40.98,1.0,3.0,-72.65,3.0,12.0,-14.38,0.0,0.0,-100.0,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,11.0,-40.95,7.0,-37.88,4.0,-45.73,0.0,-100.0,1.0,-70.83,1.0,-64.83,3.0,-0.83,0.0,-100.0,63.6,-10.01,1.0,-31.79,2.0,383.09,0.0,-100.0,255.0,-11.14,4.0,-23.52,0.0,-100.0,0.0,-100.0,41.0,-0.0,-44.77,41.0
Caleb Daniel,15.0,45.0,47.7,9.75,19.5,15.1,5.5,16.5,50.44,3.25,13.0,-7.25,0.25,0.25,-72.71,0.25,-0.75,-70.62,0.5,3.0,13.38,0.0,0.0,-100.0,24.75,32.87,19.75,75.26,5.25,-28.77,0.0,-100.0,5.5,60.44,1.5,-47.24,4.0,32.23,0.25,-35.23,81.4,15.17,3.0,104.64,1.5,262.32,0.0,-100.0,383.5,33.64,3.25,-37.86,1.25,9.17,4.5,-52.24,96.5,-0.0,30.0,96.5
Caleb Serong,13.84,41.52,36.27,15.64,31.28,84.63,2.92,8.76,-20.13,4.96,19.84,41.55,1.49,1.49,62.66,0.54,-1.62,-36.55,0.43,2.58,-2.49,0.39,0.39,5.98,29.48,58.26,15.81,40.3,13.63,84.94,0.08,-64.91,2.83,-17.44,7.55,165.56,4.58,51.4,0.2,-48.19,69.04,-2.32,1.96,33.7,0.62,49.76,0.51,-1.16,395.54,37.83,9.5,81.64,1.6,39.74,21.09,123.81,104.21,4.1,40.38,104.24
Callan Ward,8.72,26.16,-14.14,7.85,15.7,-7.33,3.26,9.78,-10.83,3.98,15.92,13.58,0.58,0.58,-36.68,0.29,-0.87,-65.92,0.04,0.24,-90.93,0.08,0.08,-78.26,16.58,-10.99,10.26,-8.95,6.53,-11.4,0.02,-91.23,3.24,-5.48,2.4,-15.58,2.33,-22.98,0.22,-43.01,72.03,1.91,1.82,24.15,0.11,-73.43,0.24,-53.49,223.06,-22.27,5.12,-2.1,1.21,5.68,12.6,33.72,67.63,-11.98,-8.89,67.59
Callum Mills,13.06,39.18,28.59,8.59,17.18,1.4,6.21,18.63,69.86,1.64,6.56,-53.2,0.97,0.97,5.9,0.65,-1.95,-23.62,0.35,2.1,-20.63,0.04,0.04,-89.13,21.66,16.28,13.68,21.39,6.86,-6.92,0.05,-78.07,6.16,79.7,0.67,-76.43,1.38,-54.38,0.05,-87.05,83.68,18.4,3.95,169.44,0.08,-80.68,0.12,-76.74,269.83,-5.97,5.68,8.6,1.31,14.41,1.87,-80.15,82.74,-12.16,11.46,82.71
Cam Mackenzie,8.18,24.54,-19.46,4.36,8.72,-48.53,2.71,8.13,-25.88,2.18,8.72,-37.79,0.0,0.0,-100.0,0.61,-1.83,-28.32,0.93,5.58,110.88,0.07,0.07,-80.98,12.54,-32.68,8.11,-28.03,5.04,-31.61,0.0,-100.0,2.71,-20.95,2.39,-15.93,2.14,-29.26,0.0,-100.0,71.24,0.8,1.71,16.64,0.14,-66.18,0.43,-16.67,235.57,-17.91,4.07,-22.18,0.93,-18.78,2.89,-69.33,53.93,0.33,-27.35,53.93
Cam Rayner,7.34,22.02,-27.73,6.41,12.82,-24.33,3.18,9.54,-13.02,3.33,13.32,-4.97,0.86,0.86,-6.11,0.46,-1.38,-45.95,1.18,7.08,167.57,0.73,0.73,98.37,13.75,-26.18,6.79,-39.75,6.9,-6.38,0.86,277.19,2.33,-32.03,2.04,-28.24,2.91,-3.8,0.79,104.66,68.03,-3.75,0.61,-58.39,0.8,93.24,1.47,184.88,228.05,-20.53,4.59,-12.24,1.05,-8.3,5.59,-40.68,65.05,19.11,-12.37,64.99
Cameron Guthrie,9.9,29.7,-2.52,8.32,16.64,-1.78,3.46,10.38,-5.36,3.63,14.52,3.6,1.23,1.23,34.28,0.23,-0.69,-72.97,0.01,0.06,-97.73,0.01,0.01,-97.28,18.23,-2.13,9.45,-16.14,7.47,1.36,0.3,31.58,3.16,-7.82,3.34,17.48,1.89,-37.52,0.03,-92.23,58.97,-16.57,1.91,30.29,0.31,-25.12,0.09,-82.56,201.99,-29.61,4.61,-11.85,1.58,37.99,13.81,46.56,71.9,-15.09,-3.14,71.85
Cameron Zurhaar,12.0,36.0,18.16,3.0,6.0,-64.59,3.0,9.0,-17.94,2.0,8.0,-42.92,2.0,2.0,118.34,3.0,-9.0,252.53,3.0,18.0,580.27,2.0,2.0,443.48,15.0,-19.47,8.0,-29.01,8.0,8.55,1.0,338.6,2.0,-41.66,3.0,5.52,7.0,131.4,1.0,159.07,80.0,13.19,0.0,-100.0,0.0,-100.0,1.0,93.8,369.0,28.58,6.0,14.72,2.0,74.67,9.0,-4.49,72.0,-0.0,-3.01,72.0
Chad Warner,14.15,42.45,39.33,9.53,19.06,12.5,3.93,11.79,7.49,3.57,14.28,1.88,0.74,0.74,-19.21,1.24,-3.72,45.71,1.31,7.86,197.05,0.79,0.79,114.67,23.69,27.18,15.27,35.5,8.9,20.76,0.21,-7.89,3.72,8.52,3.95,38.94,5.32,75.87,0.63,63.21,66.47,-5.95,1.24,-15.42,0.95,129.47,0.3,-41.86,452.66,57.74,6.46,23.52,1.75,52.84,17.92,90.17,93.28,1.06,25.66,93.25
Chad Wingard,7.0,21.0,-31.08,4.33,8.66,-48.88,2.33,6.99,-36.27,1.67,6.68,-52.34,0.67,0.67,-26.86,2.0,-6.0,135.02,2.33,13.98,428.34,0.0,0.0,-100.0,11.33,-39.17,6.67,-40.81,3.33,-54.82,0.0,-100.0,2.33,-32.03,0.67,-76.43,4.0,32.23,1.0,159.07,62.97,-10.91,0.0,-100.0,0.67,61.84,1.33,157.75,207.33,-27.75,2.67,-48.95,0.0,-100.0,9.67,2.62,52.0,-0.0,-29.95,51.98
Changkuoth Jiath,8.4,25.2,-17.29,5.6,11.2,-33.89,4.2,12.6,14.88,1.8,7.2,-48.63,0.8,0.8,-12.66,0.8,-2.4,-5.99,0.4,2.4,-9.3,0.8,0.8,117.39,14.0,-24.84,9.8,-13.04,4.2,-43.01,0.0,-100.0,4.2,22.52,0.8,-71.86,2.2,-27.27,0.6,55.44,77.12,9.11,1.6,9.14,0.0,-100.0,0.2,-61.24,264.4,-7.86,3.4,-34.99,1.4,22.27,0.0,-100.0,57.8,-0.0,-22.14,57.8
Chayce Jones,8.43,25.29,-16.99,6.43,12.86,-24.09,1.0,3.0,-72.65,3.71,14.84,5.88,1.0,1.0,9.17,2.0,-6.0,135.02,0.14,0.84,-68.25,0.0,0.0,-100.0,14.86,-20.22,5.0,-55.63,10.57,43.42,0.0,-100.0,1.0,-70.83,2.29,-19.45,3.0,-0.83,0.0,-100.0,52.86,-25.21,2.29,56.21,0.0,-100.0,0.29,-43.8,274.29,-4.42,9.57,82.98,1.86,62.45,0.0,-100.0,51.86,-22.02,-30.14,51.83
Christian Petracca,11.81,35.43,16.29,12.32,24.64,45.44,4.41,13.23,20.62,3.15,12.6,-10.1,0.71,0.71,-22.49,0.53,-1.59,-37.72,1.09,6.54,147.17,1.0,1.0,171.74,24.14,29.6,12.72,12.88,11.27,52.92,0.56,145.61,3.86,12.6,4.56,60.39,5.36,77.19,0.85,120.21,71.64,1.36,0.46,-68.62,1.41,240.58,0.84,62.79,410.51,43.05,7.59,45.12,1.75,52.84,14.71,56.11,92.57,-6.07,24.7,92.56
Christian Salem,16.67,50.01,64.14,6.0,12.0,-29.17,4.67,14.01,27.74,2.0,8.0,-42.92,0.0,0.0,-100.0,1.33,-3.99,56.29,0.0,0.0,-100.0,0.0,0.0,-100.0,22.67,21.71,12.67,12.43,7.67,4.07,0.33,44.74,4.33,26.31,2.67,-6.09,3.0,-0.83,0.0,-100.0,66.73,-5.59,3.67,150.34,0.0,-100.0,0.0,-100.0,401.0,39.74,6.0,14.72,0.33,-71.18,3.0,-68.16,80.0,-0.0,7.77,80.03
Clayton Oliver,11.25,33.75,10.77,13.24,26.48,56.3,2.79,8.37,-23.69,4.74,18.96,35.27,1.0,1.0,9.17,1.82,-5.46,113.87,0.22,1.32,-50.11,0.12,0.12,-67.39,24.49,31.48,12.01,6.58,12.23,65.94,0.0,-100.0,2.79,-18.61,5.17,81.85,3.96,30.91,0.07,-81.87,66.57,-5.81,1.48,0.95,0.54,30.43,0.72,39.53,333.73,16.29,8.99,71.89,1.49,30.13,19.41,105.99,84.49,-16.9,13.82,84.54
Connor Macdonald,8.0,24.0,-21.23,7.0,14.0,-17.37,0.0,0.0,-100.0,3.0,12.0,-14.38,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,2.0,2.0,443.48,15.0,-19.47,10.0,-11.26,6.0,-18.59,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.0,32.23,0.0,-100.0,66.7,-5.63,0.0,-100.0,0.0,-100.0,2.0,287.6,321.0,11.86,5.0,-4.4,0.0,-100.0,0.0,-100.0,58.0,-0.0,-21.87,58.0
Connor Rozee,14.01,42.03,37.95,10.74,21.48,26.79,4.45,13.35,21.72,3.94,15.76,12.44,1.03,1.03,12.45,0.96,-2.88,12.81,0.78,4.68,76.87,0.71,0.71,92.93,24.75,32.87,15.07,33.73,8.74,18.59,0.03,-86.84,4.43,29.23,4.15,45.97,4.56,50.74,0.49,26.94,69.65,-1.45,1.43,-2.46,0.35,-15.46,0.55,6.59,384.38,33.94,6.0,14.72,1.13,-1.31,17.17,82.21,96.21,-1.29,29.61,96.16
Connor West,4.0,12.0,-60.61,6.0,12.0,-29.17,1.0,3.0,-72.65,4.0,16.0,14.16,1.0,1.0,9.17,3.0,-9.0,252.53,1.0,6.0,126.76,0.0,0.0,-100.0,10.0,-46.31,8.0,-29.01,3.0,-59.29,0.0,-100.0,1.0,-70.83,0.0,-100.0,1.0,-66.94,0.0,-100.0,80.0,13.19,0.0,-100.0,0.0,-100.0,0.0,-100.0,206.0,-28.22,2.0,-61.76,0.0,-100.0,8.0,-15.1,41.0,-0.0,-44.77,41.0
Conor Nash,8.42,25.26,-17.09,11.73,23.46,38.47,2.36,7.08,-35.45,5.37,21.48,53.25,0.47,0.47,-48.69,1.07,-3.21,25.73,0.01,0.06,-97.73,0.06,0.06,-83.7,20.15,8.18,11.39,1.07,8.88,20.49,0.0,-100.0,2.36,-31.16,4.67,64.26,2.91,-3.8,0.17,-55.96,66.08,-6.51,1.45,-1.09,0.74,78.74,0.98,89.92,233.49,-18.64,6.1,16.63,0.88,-23.14,18.22,93.36,75.69,12.12,1.96,74.66
Curtis Taylor,7.21,21.63,-29.01,2.89,5.78,-65.88,5.79,17.37,58.37,2.79,11.16,-20.38,0.14,0.14,-84.72,0.04,-0.12,-95.3,0.89,5.34,101.81,0.04,0.04,-89.13,10.11,-45.72,8.04,-28.65,2.14,-70.96,0.04,-82.46,5.75,67.74,0.04,-98.59,1.29,-57.36,0.93,140.93,86.46,22.33,0.14,-90.45,0.07,-83.09,0.11,-78.68,159.0,-44.59,2.0,-61.76,0.04,-96.51,0.07,-99.26,61.36,7.18,-17.34,61.34
Dan Hannebery,12.0,36.0,18.16,15.0,30.0,77.07,5.0,15.0,36.76,1.0,4.0,-71.46,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,126.76,0.0,0.0,-100.0,27.0,44.95,17.0,50.86,10.0,35.69,0.0,-100.0,5.0,45.86,5.0,75.87,5.0,65.29,0.0,-100.0,70.4,-0.39,1.0,-31.79,1.0,141.55,0.0,-100.0,393.0,36.95,8.0,52.96,2.0,74.67,1.0,-89.39,91.0,-0.0,22.59,91.0
Dan Houston,12.0,36.0,18.16,3.0,6.0,-64.59,4.0,12.0,9.41,4.0,16.0,14.16,0.0,0.0,-100.0,1.0,-3.0,17.51,1.0,6.0,126.76,0.0,0.0,-100.0,15.0,-19.47,12.0,6.49,4.0,-45.73,1.0,338.6,3.0,-12.49,2.0,-29.65,4.0,32.23,1.0,159.07,66.7,-5.63,2.0,36.43,0.0,-100.0,1.0,93.8,333.0,16.04,2.0,-61.76,1.0,-12.66,2.0,-78.78,73.0,-0.0,-1.66,73.0
Daniel McKenzie,11.0,33.0,8.31,10.0,20.0,18.05,4.0,12.0,9.41,3.0,12.0,-14.38,1.0,1.0,9.17,1.0,-3.0,17.51,0.0,0.0,-100.0,1.0,1.0,171.74,21.0,12.74,13.0,15.36,7.0,-5.02,1.0,338.6,3.0,-12.49,2.0,-29.65,1.0,-66.94,0.0,-100.0,52.4,-25.86,2.0,36.43,0.0,-100.0,0.0,-100.0,359.0,25.1,5.0,-4.4,2.0,74.67,0.0,-100.0,76.0,-0.0,2.38,76.0
Darcy Fort,10.33,30.99,1.71,3.33,6.66,-60.69,2.0,6.0,-45.3,2.0,8.0,-42.92,2.0,2.0,118.34,2.0,-6.0,135.02,0.67,4.02,51.93,0.0,0.0,-100.0,13.67,-26.61,5.0,-55.63,9.33,26.59,0.33,44.74,1.67,-51.28,4.67,64.26,3.67,21.32,0.67,73.58,59.8,-15.39,1.67,13.92,0.33,-20.29,0.67,29.84,257.33,-10.33,4.33,-17.21,2.0,74.67,11.0,16.74,64.33,-0.0,-13.34,51.67
